"UNIPROT","GO","GONAME","ONTOLOGY"
"Q64264","GO:0001662","behavioral fear response","BP"
"Q64264","GO:0001965","G-protein alpha-subunit binding","MF"
"Q64264","GO:0004993","G protein-coupled serotonin receptor activity","MF"
"Q64264","GO:0005102","signaling receptor binding","MF"
"Q64264","GO:0005886","plasma membrane","CC"
"Q64264","GO:0007186","G protein-coupled receptor signaling pathway","BP"
"Q64264","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","BP"
"Q64264","GO:0007198","adenylate cyclase-inhibiting serotonin receptor signaling pathway","BP"
"Q64264","GO:0007210","serotonin receptor signaling pathway","BP"
"Q64264","GO:0007214","gamma-aminobutyric acid signaling pathway","BP"
"Q64264","GO:0007268","chemical synaptic transmission","BP"
"Q64264","GO:0014053","negative regulation of gamma-aminobutyric acid secretion","BP"
"Q64264","GO:0014062","regulation of serotonin secretion","BP"
"Q64264","GO:0019229","regulation of vasoconstriction","BP"
"Q64264","GO:0030425","dendrite","CC"
"Q64264","GO:0030594","neurotransmitter receptor activity","MF"
"Q64264","GO:0031117","positive regulation of microtubule depolymerization","BP"
"Q64264","GO:0035640","exploration behavior","BP"
"Q64264","GO:0042053","regulation of dopamine metabolic process","BP"
"Q64264","GO:0042428","serotonin metabolic process","BP"
"Q64264","GO:0042734","presynaptic membrane","CC"
"Q64264","GO:0043025","neuronal cell body","CC"
"Q64264","GO:0043203","axon hillock","CC"
"Q64264","GO:0046883","regulation of hormone secretion","BP"
"Q64264","GO:0051378","serotonin binding","MF"
"Q64264","GO:0060259","regulation of feeding behavior","BP"
"Q64264","GO:0090722","receptor-receptor interaction","MF"
"Q64264","GO:0097114","NMDA glutamate receptor clustering","BP"
"Q64264","GO:0098982","GABA-ergic synapse","CC"
"Q64264","GO:0099171","presynaptic modulation of chemical synaptic transmission","BP"
"Q64267","GO:0000110","nucleotide-excision repair factor 1 complex","CC"
"Q64267","GO:0000715","nucleotide-excision repair, DNA damage recognition","BP"
"Q64267","GO:0003684","damaged DNA binding","MF"
"Q64267","GO:0005634","nucleus","CC"
"Q64267","GO:0005654","nucleoplasm","CC"
"Q64267","GO:0006281","DNA repair","BP"
"Q64267","GO:0006284","base-excision repair","BP"
"Q64267","GO:0006289","nucleotide-excision repair","BP"
"Q64267","GO:0006979","response to oxidative stress","BP"
"Q64267","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"Q64267","GO:0009411","response to UV","BP"
"Q64267","GO:0009636","response to toxic substance","BP"
"Q64267","GO:0009650","UV protection","BP"
"Q64267","GO:0010506","regulation of autophagy","BP"
"Q64267","GO:0019904","protein domain specific binding","MF"
"Q64267","GO:0034504","protein localization to nucleus","BP"
"Q64267","GO:0035264","multicellular organism growth","BP"
"Q64267","GO:0042803","protein homodimerization activity","MF"
"Q64267","GO:0045171","intercellular bridge","CC"
"Q64267","GO:0046872","metal ion binding","MF"
"Q64267","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP"
"Q64267","GO:0070914","UV-damage excision repair","BP"
"Q64267","GO:1901255","nucleotide-excision repair involved in interstrand cross-link repair","BP"
"Q64267","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q64277","GO:0001931","uropod","CC"
"Q64277","GO:0001952","regulation of cell-matrix adhesion","BP"
"Q64277","GO:0003953","NAD+ nucleosidase activity","MF"
"Q64277","GO:0005886","plasma membrane","CC"
"Q64277","GO:0008284","positive regulation of cell population proliferation","BP"
"Q64277","GO:0016740","transferase activity","MF"
"Q64277","GO:0016849","phosphorus-oxygen lyase activity","MF"
"Q64277","GO:0030890","positive regulation of B cell proliferation","BP"
"Q64277","GO:0032956","regulation of actin cytoskeleton organization","BP"
"Q64277","GO:0050135","NAD(P)+ nucleosidase activity","MF"
"Q64277","GO:0050727","regulation of inflammatory response","BP"
"Q64277","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","BP"
"Q64277","GO:0050848","regulation of calcium-mediated signaling","BP"
"Q64277","GO:0061809","NAD+ nucleotidase, cyclic ADP-ribose generating","MF"
"Q64277","GO:0061811","ADP-ribosyl cyclase activity","MF"
"Q64277","GO:0061812","cyclic ADP-ribose hydrolase","MF"
"Q64277","GO:0090022","regulation of neutrophil chemotaxis","BP"
"Q64277","GO:0098552","side of membrane","CC"
"Q64279","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q64279","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"Q64279","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q64279","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q64279","GO:0001221","transcription coregulator binding","MF"
"Q64279","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"Q64279","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"Q64279","GO:0001525","angiogenesis","BP"
"Q64279","GO:0001701","in utero embryonic development","BP"
"Q64279","GO:0001707","mesoderm formation","BP"
"Q64279","GO:0001709","cell fate determination","BP"
"Q64279","GO:0001829","trophectodermal cell differentiation","BP"
"Q64279","GO:0001947","heart looping","BP"
"Q64279","GO:0003007","heart morphogenesis","BP"
"Q64279","GO:0003144","embryonic heart tube formation","BP"
"Q64279","GO:0003218","cardiac left ventricle formation","BP"
"Q64279","GO:0003219","cardiac right ventricle formation","BP"
"Q64279","GO:0003677","DNA binding","MF"
"Q64279","GO:0005634","nucleus","CC"
"Q64279","GO:0005654","nucleoplasm","CC"
"Q64279","GO:0005730","nucleolus","CC"
"Q64279","GO:0005737","cytoplasm","CC"
"Q64279","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64279","GO:0007507","heart development","BP"
"Q64279","GO:0019899","enzyme binding","MF"
"Q64279","GO:0030154","cell differentiation","BP"
"Q64279","GO:0035050","embryonic heart tube development","BP"
"Q64279","GO:0042475","odontogenesis of dentin-containing tooth","BP"
"Q64279","GO:0042802","identical protein binding","MF"
"Q64279","GO:0042803","protein homodimerization activity","MF"
"Q64279","GO:0043425","bHLH transcription factor binding","MF"
"Q64279","GO:0043433","negative regulation of DNA-binding transcription factor activity","BP"
"Q64279","GO:0043565","sequence-specific DNA binding","MF"
"Q64279","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q64279","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q64279","GO:0055010","ventricular cardiac muscle tissue morphogenesis","BP"
"Q64279","GO:0060411","cardiac septum morphogenesis","BP"
"Q64279","GO:0060485","mesenchyme development","BP"
"Q64279","GO:0060536","cartilage morphogenesis","BP"
"Q64279","GO:0060707","trophoblast giant cell differentiation","BP"
"Q64279","GO:0061371","determination of heart left/right asymmetry","BP"
"Q64279","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","MF"
"Q64279","GO:0090575","RNA polymerase II transcription regulator complex","CC"
"Q64280","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q64280","GO:0003007","heart morphogenesis","BP"
"Q64280","GO:0005125","cytokine activity","MF"
"Q64280","GO:0005160","transforming growth factor beta receptor binding","MF"
"Q64280","GO:0005576","extracellular region","CC"
"Q64280","GO:0005615","extracellular space","CC"
"Q64280","GO:0007368","determination of left/right symmetry","BP"
"Q64280","GO:0008083","growth factor activity","MF"
"Q64280","GO:0008283","cell population proliferation","BP"
"Q64280","GO:0008285","negative regulation of cell population proliferation","BP"
"Q64280","GO:0009948","anterior/posterior axis specification","BP"
"Q64280","GO:0032526","response to retinoic acid","BP"
"Q64280","GO:0038100","nodal binding","MF"
"Q64280","GO:0042074","cell migration involved in gastrulation","BP"
"Q64280","GO:1900108","negative regulation of nodal signaling pathway","BP"
"Q64280","GO:1900124","negative regulation of nodal receptor complex assembly","BP"
"Q64281","GO:0001780","neutrophil homeostasis","BP"
"Q64281","GO:0001968","fibronectin binding","MF"
"Q64281","GO:0002250","adaptive immune response","BP"
"Q64281","GO:0002437","inflammatory response to antigenic stimulus","BP"
"Q64281","GO:0002507","tolerance induction","BP"
"Q64281","GO:0002638","negative regulation of immunoglobulin production","BP"
"Q64281","GO:0002669","positive regulation of T cell anergy","BP"
"Q64281","GO:0002725","negative regulation of T cell cytokine production","BP"
"Q64281","GO:0002774","Fc receptor mediated inhibitory signaling pathway","BP"
"Q64281","GO:0005178","integrin binding","MF"
"Q64281","GO:0005886","plasma membrane","CC"
"Q64281","GO:0006954","inflammatory response","BP"
"Q64281","GO:0007596","blood coagulation","BP"
"Q64281","GO:0009611","response to wounding","BP"
"Q64281","GO:0009624","response to nematode","BP"
"Q64281","GO:0009897","external side of plasma membrane","CC"
"Q64281","GO:0009986","cell surface","CC"
"Q64281","GO:0009991","response to extracellular stimulus","BP"
"Q64281","GO:0019221","cytokine-mediated signaling pathway","BP"
"Q64281","GO:0019902","phosphatase binding","MF"
"Q64281","GO:0019903","protein phosphatase binding","MF"
"Q64281","GO:0030293","transmembrane receptor protein tyrosine kinase inhibitor activity","MF"
"Q64281","GO:0030547","signaling receptor inhibitor activity","MF"
"Q64281","GO:0031623","receptor internalization","BP"
"Q64281","GO:0032396","inhibitory MHC class I receptor activity","MF"
"Q64281","GO:0032496","response to lipopolysaccharide","BP"
"Q64281","GO:0032682","negative regulation of chemokine production","BP"
"Q64281","GO:0032689","negative regulation of type II interferon production","BP"
"Q64281","GO:0032691","negative regulation of interleukin-1 beta production","BP"
"Q64281","GO:0032693","negative regulation of interleukin-10 production","BP"
"Q64281","GO:0032703","negative regulation of interleukin-2 production","BP"
"Q64281","GO:0032714","negative regulation of interleukin-5 production","BP"
"Q64281","GO:0032715","negative regulation of interleukin-6 production","BP"
"Q64281","GO:0032720","negative regulation of tumor necrosis factor production","BP"
"Q64281","GO:0032815","negative regulation of natural killer cell activation","BP"
"Q64281","GO:0033004","negative regulation of mast cell activation","BP"
"Q64281","GO:0033007","negative regulation of mast cell activation involved in immune response","BP"
"Q64281","GO:0034185","apolipoprotein binding","MF"
"Q64281","GO:0035739","CD4-positive, alpha-beta T cell proliferation","BP"
"Q64281","GO:0035740","CD8-positive, alpha-beta T cell proliferation","BP"
"Q64281","GO:0042092","type 2 immune response","BP"
"Q64281","GO:0042130","negative regulation of T cell proliferation","BP"
"Q64281","GO:0043124","negative regulation of canonical NF-kappaB signal transduction","BP"
"Q64281","GO:0043378","positive regulation of CD8-positive, alpha-beta T cell differentiation","BP"
"Q64281","GO:0043409","negative regulation of MAPK cascade","BP"
"Q64281","GO:0045584","negative regulation of cytotoxic T cell differentiation","BP"
"Q64281","GO:0045591","positive regulation of regulatory T cell differentiation","BP"
"Q64281","GO:0045671","negative regulation of osteoclast differentiation","BP"
"Q64281","GO:0046007","negative regulation of activated T cell proliferation","BP"
"Q64281","GO:0050860","negative regulation of T cell receptor signaling pathway","BP"
"Q64281","GO:0051707","response to other organism","BP"
"Q64281","GO:0071222","cellular response to lipopolysaccharide","BP"
"Q64281","GO:0071659","negative regulation of IP-10 production","BP"
"Q64281","GO:0150102","negative regulation of monocyte activation","BP"
"Q64281","GO:1900016","negative regulation of cytokine production involved in inflammatory response","BP"
"Q64281","GO:1900099","negative regulation of plasma cell differentiation","BP"
"Q64281","GO:1900181","negative regulation of protein localization to nucleus","BP"
"Q64281","GO:1902894","negative regulation of miRNA transcription","BP"
"Q64281","GO:2000524","negative regulation of T cell costimulation","BP"
"Q64282","GO:0003723","RNA binding","MF"
"Q64282","GO:0005737","cytoplasm","CC"
"Q64282","GO:0005829","cytosol","CC"
"Q64282","GO:0009615","response to virus","BP"
"Q64282","GO:0009617","response to bacterium","BP"
"Q64282","GO:0035457","cellular response to interferon-alpha","BP"
"Q64282","GO:0035458","cellular response to interferon-beta","BP"
"Q64282","GO:0045087","innate immune response","BP"
"Q64282","GO:0051607","defense response to virus","BP"
"Q64285","GO:0004622","lysophospholipase activity","MF"
"Q64285","GO:0004771","sterol esterase activity","MF"
"Q64285","GO:0004806","triglyceride lipase activity","MF"
"Q64285","GO:0005615","extracellular space","CC"
"Q64285","GO:0005737","cytoplasm","CC"
"Q64285","GO:0008126","acetylesterase activity","MF"
"Q64285","GO:0030157","pancreatic juice secretion","BP"
"Q64285","GO:0030299","intestinal cholesterol absorption","BP"
"Q64285","GO:0032991","protein-containing complex","CC"
"Q64285","GO:0042588","zymogen granule","CC"
"Q64285","GO:0043208","glycosphingolipid binding","MF"
"Q64285","GO:0044877","protein-containing complex binding","MF"
"Q64285","GO:0046514","ceramide catabolic process","BP"
"Q64285","GO:0050253","retinyl-palmitate esterase activity","MF"
"Q64287","GO:0000786","nucleosome","CC"
"Q64287","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q64287","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q64287","GO:0000987","cis-regulatory region sequence-specific DNA binding","MF"
"Q64287","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"Q64287","GO:0002376","immune system process","BP"
"Q64287","GO:0003700","DNA-binding transcription factor activity","MF"
"Q64287","GO:0003713","transcription coactivator activity","MF"
"Q64287","GO:0005634","nucleus","CC"
"Q64287","GO:0005654","nucleoplasm","CC"
"Q64287","GO:0005829","cytosol","CC"
"Q64287","GO:0006338","chromatin remodeling","BP"
"Q64287","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q64287","GO:0032733","positive regulation of interleukin-10 production","BP"
"Q64287","GO:0032736","positive regulation of interleukin-13 production","BP"
"Q64287","GO:0032743","positive regulation of interleukin-2 production","BP"
"Q64287","GO:0032753","positive regulation of interleukin-4 production","BP"
"Q64287","GO:0034122","negative regulation of toll-like receptor signaling pathway","BP"
"Q64287","GO:0042832","defense response to protozoan","BP"
"Q64287","GO:0043011","myeloid dendritic cell differentiation","BP"
"Q64287","GO:0043565","sequence-specific DNA binding","MF"
"Q64287","GO:0045893","positive regulation of DNA-templated transcription","BP"
"Q64287","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q64287","GO:0072540","T-helper 17 cell lineage commitment","BP"
"Q64287","GO:0120162","positive regulation of cold-induced thermogenesis","BP"
"Q64287","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q64288","GO:0005634","nucleus","CC"
"Q64288","GO:0005737","cytoplasm","CC"
"Q64288","GO:0005829","cytosol","CC"
"Q64288","GO:0007165","signal transduction","BP"
